date,home_team,away_team,team,scorer,minute,own_goal,penalty
1964-11-29,Greece,Denmark,Greece,Giorgos Sideris,46.0,False,False
2006-11-15,Portugal,Kazakhstan,Portugal,Simão Sabrosa,86.0,False,False
2019-01-17,Saudi Arabia,Qatar,Qatar,Almoez Ali,80.0,False,False
1978-10-25,Scotland,Norway,Norway,Arne Larsen Økland,64.0,False,False
2017-10-10,Uruguay,Bolivia,Uruguay,Martín Cáceres,39.0,False,False
1994-09-07,Hungary,Turkey,Hungary,Gábor Halmai,43.0,False,False
2015-03-27,North Macedonia,Belarus,Belarus,Sergei Kornilenko,82.0,False,False
2019-09-05,Taiwan,Jordan,Taiwan,Wen Chih-hao,81.0,False,False
1979-10-13,German DR,Switzerland,German DR,Martin Hoffmann,80.0,False,False
1996-06-30,Czech Republic,Germany,Czech Republic,Patrik Berger,59.0,False,True
2016-10-08,Northern Ireland,San Marino,Northern Ireland,Kyle Lafferty,90.0,False,False
2004-09-05,Egypt,Cameroon,Egypt,Ahmed Hassan,74.0,False,False
2005-06-08,Finland,Netherlands,Netherlands,Phillip Cocu,85.0,False,False
2013-06-19,Italy,Japan,Japan,Shinji Okazaki,69.0,False,False
1922-10-22,Brazil,Paraguay,Brazil,Neco,11.0,False,False
2017-03-23,Uruguay,Brazil,Brazil,Paulinho,18.0,False,False
1999-03-26,Portugal,Azerbaijan,Portugal,Sérgio Conceição,75.0,False,False
2005-06-04,Morocco,Malawi,Malawi,Emmanuel Chipatala,10.0,False,False
2019-09-10,Luxembourg,Serbia,Serbia,Nemanja Radonjić,55.0,False,False
1999-06-30,Brazil,Venezuela,Brazil,Márcio Amoroso,81.0,False,False
2009-09-09,Israel,Luxembourg,Israel,Ben Sahar,62.0,False,False
2004-09-08,Vietnam,South Korea,South Korea,Lee Chun-soo,76.0,False,False
1997-04-30,San Marino,Netherlands,Netherlands,Dennis Bergkamp,40.0,False,False
2009-09-06,Togo,Morocco,Togo,Moustapha Salifou,3.0,False,False
2019-03-26,Norway,Sweden,Norway,Ola Kamara,90.0,False,False
2013-03-26,Malta,Italy,Italy,Mario Balotelli,45.0,False,False
2005-06-08,Czech Republic,North Macedonia,Czech Republic,Jan Koller,52.0,False,False
1992-10-25,Eswatini,DR Congo,Eswatini,Turbie Terblanche,85.0,False,False
2015-06-16,Bangladesh,Tajikistan,Tajikistan,Fatkhullo Fatkhuloev,88.0,False,False
1963-11-28,Nigeria,Sudan,Sudan,Nasr Eddin Abbas,,False,False
1993-03-24,Netherlands,San Marino,Netherlands,John de Wolf,52.0,False,False
1959-04-05,Republic of Ireland,Czechoslovakia,Republic of Ireland,Liam Tuohy,22.0,False,False
1958-06-28,France,Germany,Germany,Hans Schäfer,84.0,False,False
1961-10-22,Hungary,Netherlands,Netherlands,Tonny van de Linden,8.0,False,False
1957-06-23,Hungary,Bulgaria,Bulgaria,Ivan Kolev,69.0,False,False
1978-06-03,Iran,Netherlands,Netherlands,Rob Rensenbrink,40.0,False,True
2018-06-17,Brazil,Switzerland,Brazil,Philippe Coutinho,20.0,False,False
2012-09-11,Scotland,North Macedonia,North Macedonia,Nikolče Noveski,11.0,False,False
2007-07-02,United States,Paraguay,Paraguay,Édgar Barreto,29.0,False,False
1992-10-19,United States,Ivory Coast,United States,Cobi Jones,31.0,False,False
1962-06-17,Brazil,Czechoslovakia,Czechoslovakia,Josef Masopust,15.0,False,False
2005-08-17,United States,Trinidad and Tobago,United States,Brian McBride,2.0,False,False
2019-10-14,Bulgaria,England,England,Raheem Sterling,69.0,False,False
2019-06-11,Belgium,Scotland,Belgium,Romelu Lukaku,57.0,False,False
2021-06-12,Saint Kitts and Nevis,El Salvador,El Salvador,David Rugamas,3.0,False,False
2004-06-09,Kuwait,Hong Kong,Kuwait,Musaed Neda,45.0,False,False
1997-08-17,Ghana,Sierra Leone,Sierra Leone,Jamiru Amidu,14.0,False,False
1973-05-19,South Korea,Thailand,South Korea,Kim Jae-han,52.0,False,False
2011-07-23,Kuwait,Philippines,Kuwait,Musaed Neda,68.0,False,False
2006-09-06,Northern Ireland,Spain,Northern Ireland,David Healy,20.0,False,False
1997-06-15,Bolivia,Peru,Bolivia,Julio César Baldivieso,50.0,False,False
2017-06-09,Andorra,Hungary,Andorra,Marc Rebés,26.0,False,False
1980-03-19,Algeria,Egypt,Egypt,Ramadan El Sayed,47.0,False,False
1960-11-20,Belgium,Switzerland,Belgium,Marcel Paeschen,25.0,False,False
1972-05-17,Hungary,Romania,Hungary,Lajos Kocsis,27.0,False,False
1967-10-07,Germany,Yugoslavia,Germany,Hannes Löhr,10.0,False,False
2021-10-13,Canada,Panama,Panama,Rolando Blackburn,5.0,False,False
2000-04-23,Ghana,Tanzania,Tanzania,John Lungu,44.0,False,False
2019-10-10,China PR,Guam,China PR,Yang Xu,19.0,False,False
1968-10-09,Belgium,Finland,Finland,Tommy Lindholm,88.0,False,True
2022-01-30,Panama,Jamaica,Panama,Javain Brown,43.0,True,False
1993-05-30,New Zealand,Australia,Australia,Graham Arnold,55.0,False,False
1983-10-20,Uruguay,Peru,Peru,Eduardo Malásquez,24.0,False,False
2008-06-22,Cape Verde,Mauritius,Cape Verde,Eduardo Fernando Gomes,45.0,False,False
2023-07-04,Costa Rica,Martinique,Costa Rica,Joel Campbell,59.0,False,True
1996-07-07,Colombia,Uruguay,Uruguay,Gabriel Cedrés,57.0,False,False
2008-09-10,United States,Trinidad and Tobago,United States,Clint Dempsey,18.0,False,False
2022-11-25,Netherlands,Ecuador,Netherlands,Cody Gakpo,6.0,False,False
1979-11-14,Yugoslavia,Cyprus,Yugoslavia,Vladimir Petrović,75.0,False,False
2000-10-20,Japan,Qatar,Japan,Akinori Nishizawa,61.0,False,False
2021-07-18,Mexico,El Salvador,Mexico,Luis Alfonso Rodríguez,26.0,False,False
2010-09-07,Sweden,San Marino,Sweden,Zlatan Ibrahimović,7.0,False,False
2019-03-22,England,Czech Republic,England,Tomáš Kalas,84.0,True,False
1999-09-05,Cyprus,Israel,Israel,Yossi Benayoun,82.0,False,False
2017-10-06,Spain,Albania,Spain,Isco,24.0,False,False
1947-12-18,Argentina,Colombia,Argentina,Mario Fernández,7.0,False,False
2004-05-10,Solomon Islands,Tonga,Solomon Islands,Henry Fa'arodo,12.0,False,False
2021-06-15,Hungary,Portugal,Portugal,Cristiano Ronaldo,87.0,False,True
1954-06-26,Switzerland,Austria,Austria,Erich Probst,76.0,False,False
2011-07-10,Dominican Republic,Anguilla,Dominican Republic,Inoel Navarro,18.0,False,False
1989-08-13,Ivory Coast,Zimbabwe,Ivory Coast,Sékou Bamba,89.0,False,False
1986-06-25,France,Germany,Germany,Rudi Völler,89.0,False,False
1968-01-19,Ghana,Ivory Coast,Ivory Coast,Henri Konan,,False,True
2004-03-31,Uruguay,Venezuela,Venezuela,Gabriel Urdaneta,19.0,False,False
1995-03-25,Croatia,Ukraine,Croatia,Zvonimir Boban,13.0,False,False
2013-02-03,Ivory Coast,Nigeria,Nigeria,Sunday Mba,78.0,False,False
1969-07-27,Colombia,Venezuela,Colombia,Jaime González,56.0,False,False
2005-08-17,Japan,Iran,Japan,Masashi Oguro,76.0,False,False
1995-03-29,Hungary,Switzerland,Switzerland,Nestor Subiat,84.0,False,False
1997-07-05,Chile,Colombia,Colombia,Hamilton Ricard,52.0,False,False
2009-10-14,Chile,Ecuador,Chile,Humberto Suazo,53.0,False,False
2019-06-10,Czech Republic,Montenegro,Czech Republic,Boris Kopitović,49.0,True,False
1985-02-24,Tunisia,Guinea,Tunisia,Lotfi Hsoumi,80.0,False,False
2008-09-10,Iceland,Scotland,Scotland,James McFadden,59.0,False,False
2006-09-06,France,Italy,France,Sidney Govou,55.0,False,False
1977-10-12,Wales,Scotland,Scotland,Kenny Dalglish,85.0,False,False
2015-10-09,Montenegro,Austria,Austria,Marko Arnautović,81.0,False,False
1984-11-14,Scotland,Spain,Spain,Andoni Goikoetxea,65.0,False,False
2000-04-23,Mali,Libya,Mali,Brehima Traoré,47.0,False,False
1987-10-14,France,Norway,Norway,Tom Sundby,80.0,False,False
1996-06-09,Panama,Belize,Panama,Julio Dely Valdés,14.0,False,False
2004-11-17,Mexico,Saint Kitts and Nevis,Mexico,Daniel Osorno,52.0,False,False
1972-06-20,DR Congo,Togo,DR Congo,Kembo Uba Kembo,27.0,False,False
1962-05-30,Colombia,Uruguay,Uruguay,José Sasía,75.0,False,False
2002-10-16,Republic of Ireland,Switzerland,Switzerland,Fabio Celestini,87.0,False,False
1980-09-10,England,Norway,England,Tony Woodcock,69.0,False,False
2011-06-03,Romania,Bosnia and Herzegovina,Romania,Ciprian Marica,55.0,False,False
2015-06-16,Bhutan,China PR,China PR,Yang Xu,45.0,False,False
2019-03-24,Netherlands,Germany,Germany,Leroy Sané,15.0,False,False
2005-06-08,Argentina,Brazil,Argentina,Juan Román Riquelme,18.0,False,False
2016-06-13,Mexico,Venezuela,Mexico,Jesús Manuel Corona,80.0,False,False
1996-06-17,Ghana,Tanzania,Tanzania,Mohamed Daima,71.0,False,False
2012-10-16,Hungary,Turkey,Hungary,Vladimir Koman,31.0,False,False
1975-07-24,Ecuador,Paraguay,Ecuador,Gonzalo Castañeda,47.0,False,False
2007-09-08,Iceland,Spain,Spain,Andrés Iniesta,86.0,False,False
1972-05-07,Iran,Cambodia,Iran,Hossein Kalani,45.0,False,False
1997-04-02,Peru,Ecuador,Peru,Roberto Palacios,58.0,False,False
2022-11-27,Japan,Costa Rica,Costa Rica,Keysher Fuller,81.0,False,False
2012-06-01,Samoa,Tahiti,Tahiti,Steevy Chong Hue,61.0,False,False
1969-05-10,Nigeria,Ghana,Nigeria,Sebastian Broderick Imasuen,62.0,False,False
1970-02-09,Egypt,Ghana,Egypt,Sayed Abdel Razek,70.0,False,False
1976-04-24,Spain,Germany,Spain,Santillana,21.0,False,False
2004-09-05,Togo,Congo,Togo,Emmanuel Adebayor,37.0,False,False
2007-11-17,Spain,Sweden,Spain,Andrés Iniesta,39.0,False,False
1977-03-26,Peru,Chile,Peru,Hugo Sotil,49.0,False,False
2007-11-17,Spain,Sweden,Spain,Sergio Ramos,65.0,False,False
1990-10-17,Wales,Belgium,Wales,Ian Rush,29.0,False,False
1995-01-10,Denmark,Mexico,Denmark,Peter Rasmussen,88.0,False,False
1976-09-22,Finland,Luxembourg,Finland,Esa Heiskanen,22.0,False,False
1953-10-10,Wales,England,England,Nat Lofthouse,52.0,False,False
2021-11-13,Montenegro,Netherlands,Netherlands,Memphis Depay,54.0,False,False
1953-10-03,Northern Ireland,Scotland,Scotland,Jackie Henderson,89.0,False,False
1980-12-24,China PR,Macau,China PR,Rong Zhixing,59.0,False,False
2021-03-25,England,San Marino,England,Dominic Calvert-Lewin,21.0,False,False
2011-09-02,Andorra,Armenia,Armenia,Gevorg Ghazaryan,75.0,False,False
2014-09-09,Croatia,Malta,Croatia,Luka Modrić,46.0,False,False
2015-06-11,Philippines,Bahrain,Bahrain,Abdulwahab Al-Malood,90.0,False,False
2016-06-08,Brazil,Haiti,Brazil,Renato Augusto,35.0,False,False
1994-07-10,Romania,Sweden,Romania,Florin Răducioiu,88.0,False,False
2017-09-05,Liechtenstein,Spain,Spain,Álvaro Morata,54.0,False,False
2021-07-24,Qatar,El Salvador,Qatar,Almoez Ali,2.0,False,False
2021-06-09,South Korea,Sri Lanka,South Korea,Hwang Hee-chan,53.0,False,False
2019-06-07,Malaysia,Timor-Leste,Malaysia,Safawi Rasid,45.0,False,False
2017-03-26,Azerbaijan,Germany,Azerbaijan,Dimitrij Nazarov,31.0,False,False
2008-06-07,Chad,Mali,Mali,Frédéric Kanouté,5.0,False,False
1998-02-12,Tunisia,DR Congo,Tunisia,Ziad Tlemçani,76.0,False,False
2021-10-12,Namibia,Senegal,Namibia,Peter Shalulile,27.0,False,False
2012-06-02,Bolivia,Chile,Chile,Arturo Vidal,83.0,False,False
1969-09-28,Israel,New Zealand,Israel,Mordechai Spiegler,48.0,False,False
1983-09-21,Iceland,Republic of Ireland,Republic of Ireland,Michael Robinson,21.0,False,False
2006-09-06,Israel,Andorra,Israel,Yossi Benayoun,9.0,False,False
2021-06-12,Panama,Curaçao,Curaçao,Rangelo Janga,87.0,False,False
2019-11-18,Greece,Finland,Greece,Konstantinos Galanopoulos,70.0,False,False
2004-11-17,Cyprus,Israel,Israel,Adoram Keisi,17.0,False,False
2021-06-21,Netherlands,North Macedonia,Netherlands,Memphis Depay,24.0,False,False
2001-08-31,Oman,China PR,China PR,Fan Zhiyi,84.0,False,True
1993-07-17,Senegal,Morocco,Senegal,Souleyman Sané,65.0,False,False
2010-01-12,Egypt,Nigeria,Egypt,Emad Moteab,34.0,False,False
1979-08-23,Argentina,Brazil,Argentina,Daniel Passarella,38.0,False,False
2007-07-09,Japan,Qatar,Japan,Naohiro Takahara,61.0,False,False
2016-06-08,Brazil,Haiti,Brazil,Philippe Coutinho,29.0,False,False
2007-10-17,Chile,Peru,Chile,Humberto Suazo,11.0,False,False
2003-11-16,Mozambique,Guinea,Guinea,Sambégou Bangoura,21.0,False,False
2021-11-16,Egypt,Gabon,Egypt,Johann Obiang,75.0,True,False
2008-06-01,Mali,Congo,Mali,Seydou Keita,2.0,False,False
2019-09-07,Iceland,Moldova,Iceland,Kolbeinn Sigþórsson,31.0,False,False
2015-10-13,Myanmar,Laos,Myanmar,Suan Lam Mang,13.0,False,False
2000-04-23,Angola,Eswatini,Angola,Hélder Vicente,18.0,False,False
1996-11-13,Samoa,Cook Islands,Cook Islands,Mani Stenter,68.0,False,False
1976-06-13,Finland,England,England,Kevin Keegan,30.0,False,False
2006-10-07,Slovenia,Luxembourg,Slovenia,Robert Koren,44.0,False,False
1993-04-04,Honduras,Canada,Honduras,César Obando,89.0,False,True
2007-11-21,Spain,Northern Ireland,Spain,Xavi,52.0,False,False
2016-06-18,Argentina,Venezuela,Argentina,Gonzalo Higuaín,28.0,False,False
2012-02-29,Bahrain,Indonesia,Bahrain,Sayed Dhiya Saeed,63.0,False,False
1982-10-10,Portugal,Poland,Poland,Paweł Król,90.0,False,False
1996-06-16,Guinea,Guinea-Bissau,Guinea,Tibou Bangoura,61.0,False,False
1976-10-27,Denmark,Cyprus,Denmark,Henning Munk Jensen,64.0,False,False
2013-03-22,San Marino,England,England,Daniel Sturridge,70.0,False,False
1994-07-02,Spain,Switzerland,Spain,Txiki Begiristain,86.0,False,True
1997-06-29,Cambodia,Uzbekistan,Uzbekistan,Abdukahhor Marifaliev,60.0,False,False
1977-03-20,New Zealand,Taiwan,New Zealand,Keith Nelson,60.0,False,False
1998-09-30,Tahiti,Vanuatu,Tahiti,Teva Zaveroni,54.0,False,False
2015-11-17,Uruguay,Chile,Uruguay,Martín Cáceres,65.0,False,False
2021-03-31,Spain,Kosovo,Spain,Dani Olmo,34.0,False,False
2015-06-16,Malaysia,Palestine,Palestine,Sameh Maraaba,75.0,False,False
2011-07-08,Aruba,Saint Lucia,Saint Lucia,Cliff Magnam Valcin,46.0,False,False
1925-12-17,Brazil,Paraguay,Brazil,Severino Da Silva,61.0,False,False
1988-06-17,Italy,Denmark,Italy,Luigi De Agostini,87.0,False,False
1934-01-28,Haiti,Cuba,Cuba,Héctor Socorro,61.0,False,False
1989-01-06,Oman,Iraq,Oman,Mohamed Ali Hamoud,37.0,False,False
2022-02-02,Burkina Faso,Senegal,Senegal,Abdou Diallo,70.0,False,False
1991-07-03,United States,Costa Rica,United States,Hugo Pérez,49.0,False,True
2015-10-13,Madagascar,Central African Republic,Madagascar,Falimery Ramanamahefa,18.0,False,False
2015-09-03,Iraq,Taiwan,Iraq,Younis Mahmoud,88.0,False,False
2001-06-20,Honduras,Mexico,Honduras,Carlos Pavón,16.0,False,False
1949-04-10,Brazil,Bolivia,Brazil,Jair,17.0,False,False
1985-04-03,Hungary,Cyprus,Hungary,László Szokolai,83.0,False,False
2011-09-02,Hungary,Sweden,Hungary,Gergely Rudolf,90.0,False,False
1917-10-07,Uruguay,Brazil,Uruguay,Ángel Romano,77.0,False,False
1992-01-23,Nigeria,Ghana,Nigeria,Mutiu Adepoju,11.0,False,False
1992-03-29,Puerto Rico,Dominican Republic,Dominican Republic,Dinardo Rodríguez,3.0,False,False
2001-10-06,Scotland,Latvia,Scotland,Dougie Freedman,44.0,False,False
2010-01-15,Ivory Coast,Ghana,Ivory Coast,Didier Drogba,90.0,False,False
1962-11-07,Bulgaria,Portugal,Bulgaria,Georgi Asparuhov,76.0,False,False
2012-10-16,United States,Guatemala,United States,Carlos Bocanegra,10.0,False,False
2015-09-05,Russia,Sweden,Russia,Artem Dzyuba,38.0,False,False
2015-01-23,Iran,Iraq,Iraq,Dhurgham Ismail,116.0,False,True
2015-06-11,Saudi Arabia,Palestine,Palestine,Pablo Tamburrini,51.0,False,False
1995-06-07,Denmark,Cyprus,Denmark,Michael Laudrup,76.0,False,False
2014-09-08,Ukraine,Slovakia,Slovakia,Róbert Mak,17.0,False,False
2011-06-29,Vietnam,Macau,Vietnam,Lê Công Vinh,20.0,False,False
2008-09-10,Guatemala,Cuba,Guatemala,Mario Rafael Rodríguez,85.0,False,False
1996-10-05,Lithuania,Iceland,Lithuania,Vaidotas Šlekys,74.0,False,False
1999-02-10,Malta,Serbia,Serbia,Albert Nađ,55.0,False,False
1983-03-30,Albania,Germany,Germany,Rudi Völler,53.0,False,False
2001-05-04,Yemen,India,India,I. M. Vijayan,51.0,False,False
1957-05-01,Northern Ireland,Portugal,Northern Ireland,Tommy Casey,22.0,False,False
2019-11-17,Kosovo,England,England,Mason Mount,90.0,False,False
2008-06-15,Paraguay,Brazil,Paraguay,Roque Santa Cruz,26.0,False,False
2006-06-25,England,Ecuador,England,David Beckham,60.0,False,False
1959-06-28,Poland,Spain,Spain,Alfredo Di Stéfano,41.0,False,False
1966-12-21,Ecuador,Paraguay,Ecuador,Washington Muñoz,58.0,False,False
1983-11-16,German DR,Scotland,German DR,Joachim Streich,43.0,False,False
2004-06-05,South Africa,Cape Verde,South Africa,Mbulelo Mabizela,40.0,False,False
2008-10-11,Namibia,Zimbabwe,Namibia,Paulus Shipanga,44.0,False,False
2014-09-07,Georgia,Republic of Ireland,Republic of Ireland,Aiden McGeady,24.0,False,False
2004-10-09,Sudan,Cameroon,Cameroon,Joseph-Désiré Job,90.0,False,False
2007-10-17,Republic of Ireland,Cyprus,Republic of Ireland,Steve Finnan,90.0,False,False
1993-05-05,Sri Lanka,Japan,Japan,Masami Ihara,42.0,False,False
2019-06-25,Jamaica,Curaçao,Curaçao,Juriën Gaari,90.0,False,False
1969-07-27,Chile,Ecuador,Chile,Adolfo Olivares,55.0,False,False
2008-06-14,Gabon,Ghana,Gabon,Stéphane N'Guéma,66.0,False,False
1946-02-08,Bolivia,Chile,Chile,Jorge Benjamín Araya,39.0,False,False
1975-05-11,Romania,Denmark,Romania,Dudu Georgescu,28.0,False,False
1974-11-20,Turkey,Republic of Ireland,Turkey,Tony Dunne,54.0,True,False
1997-10-11,Spain,Faroe Islands,Spain,Oli,28.0,False,False
1942-01-10,Uruguay,Chile,Uruguay,Bibiano Zapirain,37.0,False,False
1997-12-15,Czech Republic,Uruguay,Uruguay,Marcelo Zalayeta,88.0,False,False
2019-09-07,England,Bulgaria,England,Harry Kane,50.0,False,True
2007-10-13,Iceland,Latvia,Latvia,Māris Verpakovskis,46.0,False,False
2017-08-31,Belgium,Gibraltar,Belgium,Eden Hazard,45.0,False,False
1949-04-17,Brazil,Colombia,Brazil,Tesourinha,20.0,False,False
2007-07-10,Uruguay,Brazil,Brazil,Maicon Sisenando,13.0,False,False
2022-01-27,Jamaica,Mexico,Mexico,Henry Martín,82.0,False,False
2020-10-09,Brazil,Bolivia,Brazil,José María Carrasco,66.0,True,False
1929-11-03,Argentina,Peru,Argentina,Carlos Peucelle,6.0,False,False
1965-11-21,North Korea,Australia,North Korea,Han Bong-Zin,65.0,False,False
1989-10-11,France,Scotland,France,Didier Deschamps,26.0,False,False
2005-06-08,Kazakhstan,Turkey,Turkey,Halil Altıntop,88.0,False,False
2017-08-31,Thailand,Iraq,Iraq,Justin Meram,34.0,False,False
2017-06-09,Latvia,Portugal,Portugal,Cristiano Ronaldo,41.0,False,False
2007-11-09,Indonesia,Syria,Syria,Mohamed Al Zeno,34.0,False,False
2019-09-09,Azerbaijan,Croatia,Azerbaijan,Tamkin Khalilzade,72.0,False,False
2007-11-21,Serbia,Poland,Serbia,Danko Lazović,70.0,False,False
1975-11-16,Romania,Spain,Spain,Ángel María Villar,29.0,False,False
1996-12-14,Cyprus,Bulgaria,Bulgaria,Emil Kostadinov,23.0,False,False
1969-10-01,Israel,New Zealand,Israel,Giora Spiegel,33.0,False,False
2019-09-10,Myanmar,Japan,Japan,Takumi Minamino,26.0,False,False
1957-06-02,France,Iceland,France,Célestin Oliver,6.0,False,False
1998-10-14,Ukraine,Armenia,Ukraine,Andriy Husin,80.0,False,False
2010-09-07,Republic of Ireland,Andorra,Republic of Ireland,Robbie Keane,54.0,False,False
2022-11-24,Portugal,Ghana,Portugal,João Félix,78.0,False,False
2009-10-11,Guinea,Burkina Faso,Guinea,Mamadou Bah,82.0,False,False
1992-09-23,Norway,Netherlands,Norway,Gøran Sørloth,78.0,False,False
2000-01-27,Ghana,Togo,Ghana,Otto Addo,37.0,False,False
2010-10-12,Faroe Islands,Northern Ireland,Faroe Islands,Christian Holst,60.0,False,False
1973-05-19,South Korea,Thailand,South Korea,Cha Bum-kun,60.0,False,False
2009-04-01,Poland,San Marino,Poland,Robert Lewandowski,43.0,False,False
1958-06-11,Austria,Russia,Russia,Anatoli Ilyin,15.0,False,False
1962-06-06,Russia,Uruguay,Russia,Aleksei Mamykin,38.0,False,False
2008-10-11,Nigeria,Sierra Leone,Sierra Leone,Joseph Yobo,32.0,True,False
2011-10-07,Bermuda,Trinidad and Tobago,Trinidad and Tobago,Kevin Molino,82.0,False,False
2022-01-15,Nigeria,Sudan,Nigeria,Samuel Chukwueze,3.0,False,False
2011-01-16,China PR,Uzbekistan,China PR,Hao Junmin,56.0,False,False
2002-06-30,Germany,Brazil,Brazil,Ronaldo,79.0,False,False
2000-11-26,Tajikistan,Guam,Tajikistan,Zaker Berdykulov,67.0,False,False
1971-11-17,Netherlands,Luxembourg,Netherlands,Johan Cruyff,14.0,False,False
1975-10-29,Republic of Ireland,Turkey,Republic of Ireland,Don Givens,38.0,False,False
2012-06-19,Ukraine,England,England,Wayne Rooney,48.0,False,False
2016-06-01,Papua New Guinea,Tahiti,Papua New Guinea,Raymond Gunemba,64.0,False,False
2000-10-24,Japan,Iraq,Japan,Hiroshi Nanami,8.0,False,False
1995-09-06,Germany,Georgia,Germany,Christian Ziege,57.0,False,False
2008-06-15,Belize,Mexico,Mexico,Carlos Vela,66.0,False,False
2018-06-24,Japan,Senegal,Senegal,Sadio Mané,11.0,False,False
2021-06-15,China PR,Syria,China PR,Zhang Xizhe,43.0,False,False
2001-04-07,Fiji,American Samoa,Fiji,Esala Masi,3.0,False,True
1981-04-15,Turkey,Czechoslovakia,Czechoslovakia,Ján Kozák,70.0,False,False
2009-02-11,Uzbekistan,Bahrain,Bahrain,Mahmood Abdulrahman,90.0,False,False
1992-06-22,Netherlands,Denmark,Denmark,Henrik Larsen,5.0,False,False
2016-09-05,Spain,Liechtenstein,Spain,David Silva,90.0,False,False
1970-06-07,Bulgaria,Germany,Bulgaria,Todor Kolev,89.0,False,False
1993-04-14,Romania,Cyprus,Romania,Ilie Dumitrescu,33.0,False,False
2014-07-08,Brazil,Germany,Germany,Toni Kroos,26.0,False,False
1998-02-08,Ivory Coast,Namibia,Ivory Coast,Ibrahima Bakayoko,34.0,False,False
2008-09-05,Djibouti,Malawi,Malawi,Chiukepo Msowoya,45.0,False,False
1985-05-12,China PR,Macau,China PR,Li Hui,12.0,False,False
1989-01-22,Angola,Nigeria,Angola,Osvaldo de Oliveira,62.0,False,False
1960-05-22,Yugoslavia,Portugal,Yugoslavia,Milan Galić,79.0,False,False
1968-06-08,England,Russia,England,Bobby Charlton,39.0,False,False
2001-06-06,Iceland,Bulgaria,Bulgaria,Dimitar Berbatov,81.0,False,False
1947-11-30,Ecuador,Bolivia,Ecuador,José María Jiménez,1.0,False,False
1995-04-26,Norway,Luxembourg,Norway,Henning Berg,46.0,False,False
2009-03-28,Armenia,Estonia,Estonia,Sergei Zenjov,67.0,False,False
2004-10-09,Liechtenstein,Portugal,Liechtenstein,Franz Burgmeier,48.0,False,False
2003-09-10,Faroe Islands,Lithuania,Lithuania,Donatas Vencevicius,88.0,False,False
1989-03-08,Albania,England,England,John Barnes,16.0,False,False
2023-06-27,Canada,Guadeloupe,Guadeloupe,Thierry Ambrose,23.0,False,False
1990-06-19,Yugoslavia,United Arab Emirates,Yugoslavia,Darko Pančev,46.0,False,False
2013-06-30,Brazil,Spain,Brazil,Fred,48.0,False,False
2009-07-08,Haiti,Grenada,Haiti,James Marcelin,79.0,False,False
1996-11-09,Liechtenstein,North Macedonia,North Macedonia,Dejvi Glavevski,60.0,False,False
2009-06-15,Brazil,Egypt,Brazil,Kaká,5.0,False,False
2013-09-10,Honduras,Panama,Honduras,Wilson Palacios,62.0,False,False
2006-01-24,Libya,Ivory Coast,Ivory Coast,Yaya Touré,74.0,False,False
2008-01-28,Ghana,Morocco,Ghana,Sulley Muntari,45.0,False,False
2020-11-17,Paraguay,Bolivia,Paraguay,Alejandro Romero Gamarra,72.0,False,False
2007-11-09,Indonesia,Syria,Indonesia,Budi Sudarsono,39.0,False,False
1989-08-12,Kenya,Liberia,Kenya,George Onyango,24.0,False,False
2021-03-24,Gibraltar,Norway,Norway,Kristian Thorstvedt,45.0,False,False
2021-10-11,Croatia,Slovakia,Slovakia,Ivan Schranz,20.0,False,False
2019-09-10,Malaysia,United Arab Emirates,Malaysia,Syafiq Ahmad,1.0,False,False
2000-09-03,Trinidad and Tobago,Canada,Trinidad and Tobago,Reynold Carrington,30.0,False,False
1994-12-13,Azerbaijan,France,France,Jean-Pierre Papin,25.0,False,False
2012-10-16,Bosnia and Herzegovina,Lithuania,Bosnia and Herzegovina,Edin Džeko,35.0,False,False
2006-09-02,Czech Republic,Wales,Czech Republic,David Lafata,76.0,False,False
1950-06-25,Spain,United States,Spain,Silvestre Igoa,81.0,False,False
1955-03-23,Ecuador,Uruguay,Ecuador,Isidro Matute,36.0,False,False
2001-04-07,Fiji,American Samoa,Fiji,Shailemdra Lal,28.0,False,False
1997-06-16,Colombia,Costa Rica,Colombia,Neider Morantes,23.0,False,False
2015-01-24,Ivory Coast,Mali,Mali,Bakary Sako,7.0,False,False
1997-11-09,Canada,United States,United States,Roy Wegerle,81.0,False,False
2022-03-27,El Salvador,Costa Rica,Costa Rica,Joel Campbell,45.0,False,False
1947-12-16,Ecuador,Uruguay,Ecuador,César Garnica,51.0,False,False
1971-05-12,England,Malta,England,Francis Lee,41.0,False,False
2011-09-02,Australia,Thailand,Australia,Alex Brosque,86.0,False,False
1919-05-11,Brazil,Chile,Brazil,Neco,83.0,False,False
1986-06-01,Spain,Brazil,Brazil,Sócrates,62.0,False,False
2017-09-04,Armenia,Denmark,Denmark,Thomas Delaney,16.0,False,False
2000-07-02,France,Italy,Italy,Marco Delvecchio,55.0,False,False
2017-06-09,Belarus,Bulgaria,Belarus,Pavel Savitski,80.0,False,False
2021-06-18,Croatia,Czech Republic,Czech Republic,Patrik Schick,37.0,False,True
1996-05-04,Dominican Republic,Curaçao,Dominican Republic,Alberto Jiménez,35.0,False,False
1966-10-16,Greece,Finland,Finland,Pertti Mäkipää,57.0,False,False
2021-03-27,United States Virgin Islands,Antigua and Barbuda,Antigua and Barbuda,Peter Byers,26.0,False,False
1966-10-22,France,Poland,France,Fleury Di Nallo,26.0,False,False
